data,tags
"When the sound of their footsteps had died away, Dorian locked the doorand put the key in his pocket.  He felt safe now.  No one would everlook upon the horrible thing.  No eye but his would ever see his shame.",The Picture of Dorian Gray by Oscar Wilde
"—Like that, Mr Bloom said, crossing his forefingers at the top.",Ulysses by James Joyce
"—Better ask Tom Kernan, Mr Dedalus said.",Ulysses by James Joyce
"It was almost nine o'clock before he reached the club, where he foundLord Henry sitting alone, in the morning-room, looking very much bored.",The Picture of Dorian Gray by Oscar Wilde
"How can you, Harry! cried Dorian.",The Picture of Dorian Gray by Oscar Wilde
"I wish she were ill, he rejoined.  ""But she seems to me to be simplycallous and cold.  She has entirely altered.  Last night she was agreat artist.  This evening she is merely a commonplace mediocreactress.""",The Picture of Dorian Gray by Oscar Wilde
"‘So he did, so he did,’ said the Gryphon, sighing in his turn; and bothcreatures hid their faces in their paws.",Alice's Adventures in Wonderland by Lewis Carroll
"She was extremely annoyed at the tone he had adopted with her, andthere was something in his look that had made her feel afraid.",The Picture of Dorian Gray by Oscar Wilde
Mr. Wickham's attention was caught; and after observing Mr. Collins fora few moments%2c he asked Elizabeth in a low voice whether her relationwas very intimately acquainted with the family of de Bourgh.,Pride and Prejudice by Jane Austen
"  The voice divine the mighty chief alarms;  The council breaks, the warriors rush to arms.  The gates unfolding pour forth all their train,  Nations on nations fill the dusky plain,  Men, steeds, and chariots, shake the trembling ground:  The tumult thickens, and the skies resound.",The Iliad by Homer
"It was all very well to say ‘Drink me,’ but the wise little Alice wasnot going to do THAT in a hurry. ‘No, I’ll look first,’ she said, ‘andsee whether it’s marked “poison” or not’; for she had read several nicelittle histories about children who had got burnt, and eaten up by wildbeasts and other unpleasant things, all because they WOULD not rememberthe simple rules their friends had taught them: such as, that a red-hotpoker will burn you if you hold it too long; and that if you cut yourfinger VERY deeply with a knife, it usually bleeds; and she had neverforgotten that, if you drink much from a bottle marked ‘poison,’ it isalmost certain to disagree with you, sooner or later.",Alice's Adventures in Wonderland by Lewis Carroll
"‘Who ARE you talking to?’ said the King, going up to Alice, and lookingat the Cat’s head with great curiosity.",Alice's Adventures in Wonderland by Lewis Carroll
“Yes%2c indeed%2c and received no inconsiderable pleasure from the sight. Doyou often dance at St. James's?”,Pride and Prejudice by Jane Austen
"There were doors all round the hall, but they were all locked; and whenAlice had been all the way down one side and up the other, trying everydoor, she walked sadly down the middle, wondering how she was ever toget out again.",Alice's Adventures in Wonderland by Lewis Carroll
"Basil, my dear boy, puts everything that is charming in him into hiswork.  The consequence is that he has nothing left for life but hisprejudices, his principles, and his common sense.  The only artists Ihave ever known who are personally delightful are bad artists.  Goodartists exist simply in what they make, and consequently are perfectlyuninteresting in what they are.  A great poet, a really great poet, isthe most unpoetical of all creatures.  But inferior poets areabsolutely fascinating.  The worse their rhymes are, the morepicturesque they look.  The mere fact of having published a book ofsecond-rate sonnets makes a man quite irresistible.  He lives thepoetry that he cannot write.  The others write the poetry that theydare not realize.",The Picture of Dorian Gray by Oscar Wilde
The doorknob hit Mr Bloom in the small of the back as the door waspushed in.,Ulysses by James Joyce
"         ‘Fury said to a         mouse, That he        met in the       house,     “Let us      both go to       law: I will        prosecute         YOU.--Come,           I’ll take no           denial; We          must have a        trial: For      really this     morning I’ve    nothing    to do.”      Said the      mouse to the       cur, “Such        a trial,         dear Sir,            With          no jury        or judge,       would be      wasting      our      breath.”        “I’ll be        judge, I’ll         be jury,”             Said         cunning          old Fury:          “I’ll          try the            whole            cause,              and           condemn           you          to           death.”’",Alice's Adventures in Wonderland by Lewis Carroll
"A feeling of pain crept over him as he thought of the desecration thatwas in store for the fair face on the canvas.  Once, in boyish mockeryof Narcissus, he had kissed, or feigned to kiss, those painted lipsthat now smiled so cruelly at him.  Morning after morning he had satbefore the portrait wondering at its beauty, almost enamoured of it, asit seemed to him at times.  Was it to alter now with every mood towhich he yielded?  Was it to become a monstrous and loathsome thing, tobe hidden away in a locked room, to be shut out from the sunlight thathad so often touched to brighter gold the waving wonder of its hair?The pity of it! the pity of it!",The Picture of Dorian Gray by Oscar Wilde
Mrs. Bennet and her daughters then departed%2c and Elizabeth returnedinstantly to Jane%2c leaving her own and her relations' behaviour to theremarks of the two ladies and Mr. Darcy; the latter of whom%2c however%2ccould not be prevailed on to join in their censure of _her_%2c in spite ofall Miss Bingley's witticisms on _fine eyes_.,Pride and Prejudice by Jane Austen
"  The monarch spoke: the warriors snatch'd with haste  (Each at his post in arms) a short repast.  Soon as the rosy morn had waked the day,  To the black ships Idaeus bent his way;  There, to the sons of Mars, in council found,  He raised his voice: the host stood listening round.",The Iliad by Homer
"—Well, J. J. O’Molloy said, Bushe K.C., for example.",Ulysses by James Joyce
"  ""What cause, O daughter of Almighty Jove!  Thus wings thy progress from the realms above?  Once more impetuous dost thou bend thy way,  To give to Greece the long divided day?  Too much has Troy already felt thy hate,  Now breathe thy rage, and hush the stern debate;  This day, the business of the field suspend;  War soon shall kindle, and great Ilion bend;  Since vengeful goddesses confederate join  To raze her walls, though built by hands divine.""",The Iliad by Homer
"—The weather is changing, he said quietly.",Ulysses by James Joyce
"‘Turn a somersault in the sea!’ cried the Mock Turtle, capering wildlyabout.",Alice's Adventures in Wonderland by Lewis Carroll
“Not at all%2c” he replied; “they were brightened by the exercise.” Ashort pause followed this speech%2c and Mrs. Hurst began again:,Pride and Prejudice by Jane Austen
"Acting!  I leave that to you.  You do it so well, he answeredbitterly.",The Picture of Dorian Gray by Oscar Wilde
"—It does, Mr Bloom said.",Ulysses by James Joyce
"The Mock Turtle sighed deeply, and began, in a voice sometimes chokedwith sobs, to sing this:--",Alice's Adventures in Wonderland by Lewis Carroll
But Elizabeth%2c who had not the least inclination to remain with them%2claughingly answered:,Pride and Prejudice by Jane Austen
"  ""Before thy presence, father, I appear,  With conscious shame and reverential fear.  Ah! had I died, ere to these walk I fled,  False to my country, and my nuptial bed;  My brothers, friends, and daughter left behind,  False to them all, to Paris only kind!  For this I mourn, till grief or dire disease  Shall waste the form whose fault it was to please!  The king of kings, Atrides, you survey,  Great in the war, and great in arts of sway:  My brother once, before my days of shame!  And oh! that still he bore a brother's name!""",The Iliad by Homer
"Hallward was thunderstruck.  He looked at Dorian Gray in absoluteamazement.  He had never seen him like this before.  The lad wasactually pallid with rage.  His hands were clenched, and the pupils ofhis eyes were like disks of blue fire.  He was trembling all over.",The Picture of Dorian Gray by Oscar Wilde
"I hope you will always be very happy, Dorian, said Hallward, ""but Idon't quite forgive you for not having let me know of your engagement.You let Harry know.""",The Picture of Dorian Gray by Oscar Wilde
"There seemed to be no use in waiting by the little door, so she wentback to the table, half hoping she might find another key on it, or atany rate a book of rules for shutting people up like telescopes: thistime she found a little bottle on it, [‘which certainly was not herebefore,’ said Alice,) and round the neck of the bottle was a paperlabel, with the words ‘DRINK ME’ beautifully printed on it in largeletters.",Alice's Adventures in Wonderland by Lewis Carroll
Elizabeth was again deep in thought%2c and after a time exclaimed%2c “Totreat in such a manner the godson%2c the friend%2c the favourite of hisfather!” She could have added%2c “A young man%2c too%2c like _you_%2c whose verycountenance may vouch for your being amiable”--but she contented herselfwith%2c “and one%2c too%2c who had probably been his companion from childhood%2cconnected together%2c as I think you said%2c in the closest manner!”,Pride and Prejudice by Jane Austen
"It only remains to speak of the versification. Homer (as has been said) isperpetually applying the sound to the sense, and varying it on every newsubject. This is indeed one of the most exquisite beauties of poetry, andattainable by very few: I only know of Homer eminent for it in the Greek,and Virgil in the Latin. I am sensible it is what may sometimes happen bychance, when a writer is warm, and fully possessed of his image: however,it may reasonably be believed they designed this, in whose verse it somanifestly appears in a superior degree to all others. Few readers havethe ear to be judges of it: but those who have, will see I haveendeavoured at this beauty.",The Iliad by Homer
"I entreat you, Alan.",The Picture of Dorian Gray by Oscar Wilde
"    [later editions continued as follows  The Panther took pie-crust, and gravy, and meat,  While the Owl had the dish as its share of the treat.  When the pie was all finished, the Owl, as a boon,  Was kindly permitted to pocket the spoon:  While the Panther received knife and fork with a growl,  And concluded the banquet--]",Alice's Adventures in Wonderland by Lewis Carroll
"All right, sir, answered the man, ""you will be there in an hour,"" andafter his fare had got in he turned his horse round and drove rapidlytowards the river.",The Picture of Dorian Gray by Oscar Wilde
"  With these appear the Salaminian bands,  Whom the gigantic Telamon commands;  In twelve black ships to Troy they steer their course,  And with the great Athenians join their force.",The Iliad by Homer
“No%2c that I am sure I shall not; and I think it is very impertinent ofhim to write to you at all%2c and very hypocritical. I hate such falsefriends. Why could he not keep on quarreling with you%2c as his father didbefore him?”,Pride and Prejudice by Jane Austen
“Do you prefer reading to cards?” said he; “that is rather singular.”,Pride and Prejudice by Jane Austen
—Well. And yourself?,Ulysses by James Joyce
"Yes; it is very tragic, of course, but you must not get yourself mixedup in it.  I see by _The Standard_ that she was seventeen.  I should havethought she was almost younger than that.  She looked such a child, andseemed to know so little about acting.  Dorian, you mustn't let thisthing get on your nerves.  You must come and dine with me, andafterwards we will look in at the opera.  It is a Patti night, andeverybody will be there.  You can come to my sister's box.  She has gotsome smart women with her.",The Picture of Dorian Gray by Oscar Wilde
"—Professor Magennis was speaking to me about you, J. J. O’Molloysaid to Stephen. What do you think really of that hermetic crowd, theopal hush poets: A. E. the mastermystic? That Blavatsky woman startedit. She was a nice old bag of tricks. A. E. has been telling some yankeeinterviewer that you came to him in the small hours of the morning toask him about planes of consciousness. Magennis thinks you must havebeen pulling A. E.’s leg. He is a man of the very highest morale,Magennis.",Ulysses by James Joyce
"—Mm, Mr Bloom said. Look sharp and you’ll catch him.",Ulysses by James Joyce
"‘ARE you to get in at all?’ said the Footman. ‘That’s the firstquestion, you know.’",Alice's Adventures in Wonderland by Lewis Carroll
"There is really not much to tell, cried Dorian as they took theirseats at the small round table.  ""What happened was simply this.  AfterI left you yesterday evening, Harry, I dressed, had some dinner at thatlittle Italian restaurant in Rupert Street you introduced me to, andwent down at eight o'clock to the theatre.  Sibyl was playing Rosalind.Of course, the scenery was dreadful and the Orlando absurd.  But Sibyl!You should have seen her!  When she came on in her boy's clothes, shewas perfectly wonderful.  She wore a moss-coloured velvet jerkin withcinnamon sleeves, slim, brown, cross-gartered hose, a dainty littlegreen cap with a hawk's feather caught in a jewel, and a hooded cloaklined with dull red.  She had never seemed to me more exquisite.  Shehad all the delicate grace of that Tanagra figurine that you have inyour studio, Basil.  Her hair clustered round her face like dark leavesround a pale rose.  As for her acting--well, you shall see herto-night. She is simply a born artist.  I sat in the dingy boxabsolutely enthralled.  I forgot that I was in London and in thenineteenth century.  I was away with my love in a forest that no manhad ever seen.  After the performance was over, I went behind and spoketo her.  As we were sitting together, suddenly there came into her eyesa look that I had never seen there before.  My lips moved towards hers.We kissed each other.  I can't describe to you what I felt at thatmoment.  It seemed to me that all my life had been narrowed to oneperfect point of rose-coloured joy.  She trembled all over and shooklike a white narcissus.  Then she flung herself on her knees and kissedmy hands.  I feel that I should not tell you all this, but I can't helpit.  Of course, our engagement is a dead secret.  She has not even toldher own mother.  I don't know what my guardians will say.  Lord Radleyis sure to be furious.  I don't care.  I shall be of age in less than ayear, and then I can do what I like.  I have been right, Basil, haven'tI, to take my love out of poetry and to find my wife in Shakespeare'splays?  Lips that Shakespeare taught to speak have whispered theirsecret in my ear.  I have had the arms of Rosalind around me, andkissed Juliet on the mouth.""",The Picture of Dorian Gray by Oscar Wilde
“I hope%2c my dear%2c” said Mr. Bennet to his wife%2c as they were atbreakfast the next morning%2c “that you have ordered a good dinner to-day%2cbecause I have reason to expect an addition to our family party.”,Pride and Prejudice by Jane Austen
Who? said Jim Vane.,The Picture of Dorian Gray by Oscar Wilde
"Alice waited a little, half expecting to see it again, but it did notappear, and after a minute or two she walked on in the direction inwhich the March Hare was said to live. ‘I’ve seen hatters before,’ shesaid to herself; ‘the March Hare will be much the most interesting, andperhaps as this is May it won’t be raving mad--at least not so mad asit was in March.’ As she said this, she looked up, and there was the Catagain, sitting on a branch of a tree.",Alice's Adventures in Wonderland by Lewis Carroll
"She raised her hand up to heaven.  ""Before God I am telling the truth,""she cried.",The Picture of Dorian Gray by Oscar Wilde
"—Bingbang, bangbang.",Ulysses by James Joyce
"—I escort a suppliant, Mr O’Madden Burke said melodiously. Youth ledby Experience visits Notoriety.",Ulysses by James Joyce
"Yet it was not this alone that made him gloomy and morose.Inexperienced though he was, he had still a strong sense of the dangerof Sibyl's position.  This young dandy who was making love to her couldmean her no good.  He was a gentleman, and he hated him for that, hatedhim through some curious race-instinct for which he could not account,and which for that reason was all the more dominant within him.  He wasconscious also of the shallowness and vanity of his mother's nature,and in that saw infinite peril for Sibyl and Sibyl's happiness.Children begin by loving their parents; as they grow older they judgethem; sometimes they forgive them.",The Picture of Dorian Gray by Oscar Wilde
"What I have done is submitted to the public; from whose opinions I amprepared to learn; though I fear no judges so little as our best poets,who are most sensible of the weight of this task. As for the worst,whatever they shall please to say, they may give me some concern as theyare unhappy men, but none as they are malignant writers. I was guided inthis translation by judgments very different from theirs, and by personsfor whom they can have no kindness, if an old observation be true, thatthe strongest antipathy in the world is that of fools to men of wit. Mr.Addison was the first whose advice determined me to undertake this task;who was pleased to write to me upon that occasion in such terms as Icannot repeat without vanity. I was obliged to Sir Richard Steele for avery early recommendation of my undertaking to the public. Dr. Swiftpromoted my interest with that warmth with which he always serves hisfriend. The humanity and frankness of Sir Samuel Garth are what I neverknew wanting on any occasion. I must also acknowledge, with infinitepleasure, the many friendly offices, as well as sincere criticisms, of Mr.Congreve, who had led me the way in translating some parts of Homer. Imust add the names of Mr. Rowe, and Dr. Parnell, though I shall take afurther opportunity of doing justice to the last, whose good nature (togive it a great panegyric), is no less extensive than his learning. Thefavour of these gentlemen is not entirely undeserved by one who bears themso true an affection. But what can I say of the honour so many of thegreat have done me; while the first names of the age appear as mysubscribers, and the most distinguished patrons and ornaments of learningas my chief encouragers? Among these it is a particular pleasure to me tofind, that my highest obligations are to such who have done most honour tothe name of poet: that his grace the Duke of Buckingham was not displeasedI should undertake the author to whom he has given (in his excellentEssay), so complete a praise:",The Iliad by Homer
"  Meantime the heralds, through the crowded town.  Bring the rich wine and destined victims down.  Idaeus' arms the golden goblets press'd,(119)  Who thus the venerable king address'd:  ""Arise, O father of the Trojan state!  The nations call, thy joyful people wait  To seal the truce, and end the dire debate.  Paris, thy son, and Sparta's king advance,  In measured lists to toss the weighty lance;  And who his rival shall in arms subdue,  His be the dame, and his the treasure too.  Thus with a lasting league our toils may cease,  And Troy possess her fertile fields in peace:  So shall the Greeks review their native shore,  Much famed for generous steeds, for beauty more.""",The Iliad by Homer
"Then he remembered the lamp.  It was a rather curious one of Moorishworkmanship, made of dull silver inlaid with arabesques of burnishedsteel, and studded with coarse turquoises.  Perhaps it might be missedby his servant, and questions would be asked.  He hesitated for amoment, then he turned back and took it from the table.  He could nothelp seeing the dead thing.  How still it was!  How horribly white thelong hands looked!  It was like a dreadful wax image.",The Picture of Dorian Gray by Oscar Wilde
Suddenly the man drew up with a jerk at the top of a dark lane.  Overthe low roofs and jagged chimney-stacks of the houses rose the blackmasts of ships.  Wreaths of white mist clung like ghostly sails to theyards.,The Picture of Dorian Gray by Oscar Wilde
"‘You don’t know much,’ said the Duchess; ‘and that’s a fact.’",Alice's Adventures in Wonderland by Lewis Carroll
"I don't know if he will be able to come, Harry.  He may have to go toMonte Carlo with his father.",The Picture of Dorian Gray by Oscar Wilde
"  Next Acamas and Pyrous lead their hosts,  In dread array, from Thracia's wintry coasts;  Round the bleak realms where Hellespontus roars,  And Boreas beats the hoarse-resounding shores.",The Iliad by Homer
"‘Back to land again, and that’s all the first figure,’ said the MockTurtle, suddenly dropping his voice; and the two creatures, who had beenjumping about like mad things all this time, sat down again very sadlyand quietly, and looked at Alice.",Alice's Adventures in Wonderland by Lewis Carroll
Nile.,Ulysses by James Joyce
Has the laugh at him now.,Ulysses by James Joyce
"—He said of it: that stony effigy in frozen music, horned andterrible, of the human form divine, that eternal symbol of wisdom andof prophecy which, if aught that the imagination or the hand of sculptorhas wrought in marble of soultransfigured and of soultransfiguringdeserves to live, deserves to live.",Ulysses by James Joyce
"   ‘In my youth,’ said his father, ‘I took to the law,    And argued each case with my wife;   And the muscular strength, which it gave to my jaw,    Has lasted the rest of my life.’",Alice's Adventures in Wonderland by Lewis Carroll
Mr Bloom raised a cake to his nostrils. Sweet lemony wax.,Ulysses by James Joyce
"—That’ll be all right, he said. I’ll read the rest after.That’ll be all right.",Ulysses by James Joyce
"The moment Alice appeared, she was appealed to by all three to settlethe question, and they repeated their arguments to her, though, as theyall spoke at once, she found it very hard indeed to make out exactlywhat they said.",Alice's Adventures in Wonderland by Lewis Carroll
“You know of course that Lady Catherine de Bourgh and Lady Anne Darcywere sisters; consequently that she is aunt to the present Mr. Darcy.”,Pride and Prejudice by Jane Austen
Four husbands!  Upon my word that is _trop de zele_.,The Picture of Dorian Gray by Oscar Wilde
"  Thus toil'd the chiefs, in different parts engaged.  In every quarter fierce Tydides raged;  Amid the Greek, amid the Trojan train,  Rapt through the ranks he thunders o'er the plain;  Now here, now there, he darts from place to place,  Pours on the rear, or lightens in their face.  Thus from high hills the torrents swift and strong  Deluge whole fields, and sweep the trees along,  Through ruin'd moles the rushing wave resounds,  O'erwhelm's the bridge, and bursts the lofty bounds;  The yellow harvests of the ripen'd year,  And flatted vineyards, one sad waste appear!(144)  While Jove descends in sluicy sheets of rain,  And all the labours of mankind are vain.",The Iliad by Homer
"—Poor little thing, Mr Dedalus said. It’s well out of it.",Ulysses by James Joyce
"—Or like Mario, Mr Bloom said.",Ulysses by James Joyce
“You judge very properly%2c” said Mr. Bennet%2c “and it is happy for youthat you possess the talent of flattering with delicacy. May I askwhether these pleasing attentions proceed from the impulse of themoment%2c or are the result of previous study?”,Pride and Prejudice by Jane Austen
"Alice did not quite know what to say to this: so she helped herselfto some tea and bread-and-butter, and then turned to the Dormouse, andrepeated her question. ‘Why did they live at the bottom of a well?’",Alice's Adventures in Wonderland by Lewis Carroll
"‘It’s a friend of mine--a Cheshire Cat,’ said Alice: ‘allow me tointroduce it.’",Alice's Adventures in Wonderland by Lewis Carroll
"Stop, Basil.  You are talking about things of which you know nothing,said Dorian Gray, biting his lip, and with a note of infinite contemptin his voice.  ""You ask me why Berwick leaves a room when I enter it.It is because I know everything about his life, not because he knowsanything about mine.  With such blood as he has in his veins, how couldhis record be clean?  You ask me about Henry Ashton and young Perth.Did I teach the one his vices, and the other his debauchery?  If Kent'ssilly son takes his wife from the streets, what is that to me?  IfAdrian Singleton writes his friend's name across a bill, am I hiskeeper?  I know how people chatter in England.  The middle classes airtheir moral prejudices over their gross dinner-tables, and whisperabout what they call the profligacies of their betters in order to tryand pretend that they are in smart society and on intimate terms withthe people they slander.  In this country, it is enough for a man tohave distinction and brains for every common tongue to wag against him.And what sort of lives do these people, who pose as being moral, leadthemselves?  My dear fellow, you forget that we are in the native landof the hypocrite.""",The Picture of Dorian Gray by Oscar Wilde
—Opera? Mr O’Madden Burke’s sphinx face reriddled.,Ulysses by James Joyce
"His finger leaped and struck point after point, vibrating.",Ulysses by James Joyce
Her sister had not the smallest objection%2c and the pianoforte wasopened; and Darcy%2c after a few moments' recollection%2c was not sorry forit. He began to feel the danger of paying Elizabeth too much attention.,Pride and Prejudice by Jane Austen
"  Stern Diomed with either Ajax stood,  And great Ulysses, bathed in hostile blood.  Embodied close, the labouring Grecian train  The fiercest shock of charging hosts sustain.  Unmoved and silent, the whole war they wait  Serenely dreadful, and as fix'd as fate.  So when the embattled clouds in dark array,  Along the skies their gloomy lines display;  When now the North his boisterous rage has spent,  And peaceful sleeps the liquid element:  The low-hung vapours, motionless and still,  Rest on the summits of the shaded hill;  Till the mass scatters as the winds arise,  Dispersed and broken through the ruffled skies.",The Iliad by Homer
"—Take page four, advertisement for Bransome’s coffee, let us say.Have you got that? Right.",Ulysses by James Joyce
“I am talking of possibilities%2c Charles.”,Pride and Prejudice by Jane Austen
"—Waiting for the racing special, sir, the newsboy said. It was PatFarrell shoved me, sir.",Ulysses by James Joyce
"  Thus joyful Troy maintain'd the watch of night;  While fear, pale comrade of inglorious flight,(199)  And heaven-bred horror, on the Grecian part,  Sat on each face, and sadden'd every heart.  As from its cloudy dungeon issuing forth,  A double tempest of the west and north  Swells o'er the sea, from Thracia's frozen shore,  Heaps waves on waves, and bids the Ćgean roar:  This way and that the boiling deeps are toss'd:  Such various passions urged the troubled host,  Great Agamemnon grieved above the rest;  Superior sorrows swell'd his royal breast;  Himself his orders to the heralds bears,  To bid to council all the Grecian peers,  But bid in whispers: these surround their chief,  In solemn sadness and majestic grief.  The king amidst the mournful circle rose:  Down his wan cheek a briny torrent flows.  So silent fountains, from a rock's tall head,  In sable streams soft-trickling waters shed.  With more than vulgar grief he stood oppress'd;  Words, mix'd with sighs, thus bursting from his breast:",The Iliad by Homer
"—Excuse me, sir, Mr Bloom said beside them.",Ulysses by James Joyce
“With the officers!” cried Lydia. “I wonder my aunt did not tell us of_that_.”,Pride and Prejudice by Jane Austen
—Who? the editor asked.,Ulysses by James Joyce
"‘Oh, as to the whiting,’ said the Mock Turtle, ‘they--you’ve seen them,of course?’",Alice's Adventures in Wonderland by Lewis Carroll
"I am not laughing, Dorian; at least I am not laughing at you.  But youshould not say the greatest romance of your life.  You should say thefirst romance of your life.  You will always be loved, and you willalways be in love with love.  A _grande passion_ is the privilege ofpeople who have nothing to do.  That is the one use of the idle classesof a country.  Don't be afraid.  There are exquisite things in storefor you.  This is merely the beginning.",The Picture of Dorian Gray by Oscar Wilde
"‘A knot!’ said Alice, always ready to make herself useful, and lookinganxiously about her. ‘Oh, do let me help to undo it!’",Alice's Adventures in Wonderland by Lewis Carroll
"No, she answered, wondering at the harsh simplicity of life.",The Picture of Dorian Gray by Oscar Wilde
"   ‘You are old,’ said the youth, ‘one would hardly suppose    That your eye was as steady as ever;   Yet you balanced an eel on the end of your nose--    What made you so awfully clever?’",Alice's Adventures in Wonderland by Lewis Carroll
"This speech caused a remarkable sensation among the party. Some of thebirds hurried off at once: one old Magpie began wrapping itself up verycarefully, remarking, ‘I really must be getting home; the night-airdoesn’t suit my throat!’ and a Canary called out in a trembling voice toits children, ‘Come away, my dears! It’s high time you were all in bed!’On various pretexts they all moved off, and Alice was soon left alone.",Alice's Adventures in Wonderland by Lewis Carroll
A POLISHED PERIOD,Ulysses by James Joyce
"  Achilles' wrath, to Greece the direful spring  Of woes unnumber'd, heavenly goddess, sing!  That wrath which hurl'd to Pluto's gloomy reign  The souls of mighty chiefs untimely slain;  Whose limbs unburied on the naked shore,  Devouring dogs and hungry vultures tore.(41)  Since great Achilles and Atrides strove,  Such was the sovereign doom, and such the will of Jove!(42)",The Iliad by Homer
"If you want to make him marry this girl, tell him that, Basil.  He issure to do it, then.  Whenever a man does a thoroughly stupid thing, itis always from the noblest motives.",The Picture of Dorian Gray by Oscar Wilde
"He was quite conscious that this would tell them nothing.  It was truethat the portrait still preserved, under all the foulness and uglinessof the face, its marked likeness to himself; but what could they learnfrom that?  He would laugh at any one who tried to taunt him.  He hadnot painted it.  What was it to him how vile and full of shame itlooked?  Even if he told them, would they believe it?",The Picture of Dorian Gray by Oscar Wilde
"Let us sit down, Dorian, said the painter, looking troubled.  ""Let ussit down.  And just answer me one question.  Have you noticed in thepicture something curious?--something that probably at first did notstrike you, but that revealed itself to you suddenly?""",The Picture of Dorian Gray by Oscar Wilde
“Indeed I have%2c sir%2c” was her answer. “She is a great deal too ill to bemoved. Mr. Jones says we must not think of moving her. We must trespassa little longer on your kindness.”,Pride and Prejudice by Jane Austen
Mr Dedalus sighed.,Ulysses by James Joyce
"I will tell you, Harry, but you mustn't be unsympathetic about it.After all, it never would have happened if I had not met you.  Youfilled me with a wild desire to know everything about life.  For daysafter I met you, something seemed to throb in my veins.  As I loungedin the park, or strolled down Piccadilly, I used to look at every onewho passed me and wonder, with a mad curiosity, what sort of lives theyled.  Some of them fascinated me.  Others filled me with terror.  Therewas an exquisite poison in the air.  I had a passion for sensations....Well, one evening about seven o'clock, I determined to go out in searchof some adventure.  I felt that this grey monstrous London of ours,with its myriads of people, its sordid sinners, and its splendid sins,as you once phrased it, must have something in store for me.  I fancieda thousand things.  The mere danger gave me a sense of delight.  Iremembered what you had said to me on that wonderful evening when wefirst dined together, about the search for beauty being the real secretof life.  I don't know what I expected, but I went out and wanderedeastward, soon losing my way in a labyrinth of grimy streets and blackgrassless squares.  About half-past eight I passed by an absurd littletheatre, with great flaring gas-jets and gaudy play-bills.  A hideousJew, in the most amazing waistcoat I ever beheld in my life, wasstanding at the entrance, smoking a vile cigar.  He had greasyringlets, and an enormous diamond blazed in the centre of a soiledshirt. 'Have a box, my Lord?' he said, when he saw me, and he took offhis hat with an air of gorgeous servility.  There was something abouthim, Harry, that amused me.  He was such a monster.  You will laugh atme, I know, but I really went in and paid a whole guinea for thestage-box. To the present day I can't make out why I did so; and yet ifI hadn't--my dear Harry, if I hadn't--I should have missed the greatestromance of my life.  I see you are laughing.  It is horrid of you!",The Picture of Dorian Gray by Oscar Wilde
"If you try to look at it, Basil, on my word of honour I will neverspeak to you again as long as I live.  I am quite serious.  I don'toffer any explanation, and you are not to ask for any.  But, remember,if you touch this screen, everything is over between us.",The Picture of Dorian Gray by Oscar Wilde
       ‘Wow! wow! wow!’,Alice's Adventures in Wonderland by Lewis Carroll
—Ha.,Ulysses by James Joyce
"—A few wellchosen words, Lenehan prefaced. Silence!",Ulysses by James Joyce
"‘Come, let’s try the first figure!’ said the Mock Turtle to the Gryphon.‘We can do without lobsters, you know. Which shall sing?’",Alice's Adventures in Wonderland by Lewis Carroll
"  Tlepolemus, the sun of Hercules,  Led nine swift vessels through the foamy seas,  From Rhodes, with everlasting sunshine bright,  Jalyssus, Lindus, and Camirus white.  His captive mother fierce Alcides bore  From Ephyr's walls and Selle's winding shore,  Where mighty towns in ruins spread the plain,  And saw their blooming warriors early slain.  The hero, when to manly years he grew,  Alcides' uncle, old Licymnius, slew;  For this, constrain'd to quit his native place,  And shun the vengeance of the Herculean race,  A fleet he built, and with a numerous train  Of willing exiles wander'd o'er the main;  Where, many seas and many sufferings past,  On happy Rhodes the chief arrived at last:  There in three tribes divides his native band,  And rules them peaceful in a foreign land;  Increased and prosper'd in their new abodes  By mighty Jove, the sire of men and gods;  With joy they saw the growing empire rise,  And showers of wealth descending from the skies.",The Iliad by Homer
To this speech Bingley made no answer; but his sisters gave it theirhearty assent%2c and indulged their mirth for some time at the expense oftheir dear friend's vulgar relations.,Pride and Prejudice by Jane Austen
"The King’s argument was, that anything that had a head could bebeheaded, and that you weren’t to talk nonsense.",Alice's Adventures in Wonderland by Lewis Carroll
"    Thou knowest the mask of night is on my face,    Else would a maiden blush bepaint my cheek    For that which thou hast heard me speak to-night--",The Picture of Dorian Gray by Oscar Wilde
"When the half-hour struck, he passed his hand across his forehead, andthen got up hastily and dressed himself with even more than his usualcare, giving a good deal of attention to the choice of his necktie andscarf-pin and changing his rings more than once.  He spent a long timealso over breakfast, tasting the various dishes, talking to his valetabout some new liveries that he was thinking of getting made for theservants at Selby, and going through his correspondence.  At some ofthe letters, he smiled.  Three of them bored him.  One he read severaltimes over and then tore up with a slight look of annoyance in hisface.  ""That awful thing, a woman's memory!"" as Lord Henry had oncesaid.",The Picture of Dorian Gray by Oscar Wilde
"The same day continues through this as through the last book (as it doesalso through the two following, and almost to the end of the seventhbook). The scene is wholly in the field before Troy.",The Iliad by Homer
"The thing was still seated in the chair, straining over the table withbowed head, and humped back, and long fantastic arms.  Had it not beenfor the red jagged tear in the neck and the clotted black pool that wasslowly widening on the table, one would have said that the man wassimply asleep.",The Picture of Dorian Gray by Oscar Wilde
"—His father poisoned himself, Martin Cunningham whispered. Had theQueen’s hotel in Ennis. You heard him say he was going to Clare.Anniversary.",Ulysses by James Joyce
